Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
26,-17.778,-17.778,0,22.513,20.869,0,252.3,-0.107,0,9990000,0,13.745,13.918,14.274,0,0,0,0,9.809,8.745,20.201,0,1,0,0,0,1,0,1,0,1,0,82.72,0,0,0,0,0,1,1,1,1,0,0,0,0,0,80.172,757.668,0,0
27,-17.778,-17.778,0,22.474,20.799,0,252.3,0,0,9990000,0,13.471,13.272,13.907,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,6.669,80.844,6.148,0,0,0,0,0,0,0,1,0,0,0,0,0,78.73,756.967,0,0
28,-17.778,-17.778,0,22.472,20.881,0,252.3,0,0,9990000,0,13.479,13.389,13.854,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,7.751,57.737,7.194,0,0,0,0,0,0,0,1,0,0,0,0,0,59.801,757.2,0,0
29,-17.778,-17.778,0,22.47,20.827,0,252.3,0.502,0,9990000,0,13.475,13.338,13.829,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,8.733,32.694,8.189,0,0,0,0,0,0,0,1,0,0,0,0,0,43.492,757.04,0,0
30,-17.778,-17.778,0,22.52,20.67,0,252.3,-0.113,0,9990000,0,14.01,13.988,14.458,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,7.342,39.516,0,0,0,0,0,0,0,1,0,0,0,0,0,30.096,757.362,0,0
31,-17.778,-17.778,0,22.514,20.79,0,252.3,-0.312,0,9990000,0,13.918,13.998,14.44,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3.558,89.588,0,0,0,0,0,0,0,1,0,0,0,0,0,20.637,757.21,0,0
32,-17.778,-17.778,0,22.524,20.828,0,252.3,0.435,0,9990000,0,13.982,13.862,14.397,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3.223,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,14.763,757.09,0,0
33,-17.778,-17.778,0,22.493,20.848,0,252.3,0.097,0,9990000,0,14.008,13.984,14.481,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3.006,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,10.975,757.247,0,0
34,-17.778,-17.778,0,22.528,20.856,0,252.3,0.266,0,9990000,0,13.903,13.937,14.356,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.97,89.593,0,0,0,0,0,0,0,1,0,0,0,0,0,8.378,757.22,0,0
35,-17.778,-17.778,0,22.526,20.855,0,252.3,-0.963,0,9990000,0,13.928,13.921,14.532,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.933,89.577,0,0,0,0,0,0,0,1,0,0,0,0,0,6.628,757.123,0,0
36,-17.778,-17.778,0,22.537,20.942,0,252.3,0,0,9990000,0,13.514,13.593,14.363,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.807,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,5.452,757.248,0,0
37,-17.778,-17.778,0,22.545,20.874,0,252.4,-1.761,0,9990000,0,13.87,13.884,14.54,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.802,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,4.464,757.264,0,0
38,-17.778,-17.778,0,22.516,20.834,0,252.4,-3.528,0,9990000,0,13.966,13.851,14.498,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.787,89.588,0,0,0,0,0,0,0,1,0,0,0,0,0,3.838,757.455,0,0
39,-17.778,-17.778,0,22.518,20.847,0,252.4,-0.686,0,9990000,0,14.01,13.997,14.395,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.718,89.589,0,0,0,0,0,0,0,1,0,0,0,0,0,3.329,757.081,0,0
40,-17.778,-17.778,0,22.516,20.855,0,252.5,-1.618,0,9990000,0,13.807,13.678,14.652,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.748,89.575,0,0,0,0,0,0,0,1,0,0,0,0,0,2.982,757.471,0,0
41,-17.778,-17.778,0,22.522,20.851,0,252.5,-2.14,0,9990000,0,13.555,13.49,14.942,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.743,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,2.716,757.234,0,0
42,-17.778,-17.778,0,22.51,20.834,0,252.5,-1.075,0,9990000,0,14.03,13.995,14.392,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.709,89.593,0,0,0,0,0,0,0,1,0,0,0,0,0,2.378,757.193,0,0
43,-17.778,-17.778,0,22.506,20.832,0,252.5,-1.71,0,9990000,0,13.904,13.901,14.352,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.747,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,2.272,757.3,0,0
44,-17.778,-17.778,0,22.52,20.828,0,252.5,0,0,9990000,0,13.916,13.812,14.506,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.703,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,2.136,757.328,0,0
45,-17.778,-17.778,0,22.53,20.829,0,252.5,-0.276,0,9990000,0,13.915,14.044,14.478,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.564,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,2.072,757.486,0,0
46,-17.778,-17.778,0,22.538,20.844,0,252.5,-1.413,0,9990000,0,13.815,13.846,14.354,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.632,89.586,0,0,0,0,0,0,0,1,0,0,0,0,0,1.869,757.206,0,0
47,-17.778,-17.778,0,22.513,20.821,0,252.6,-2.433,0,9990000,0,13.963,13.923,14.392,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.596,89.591,0,0,0,0,0,0,0,1,0,0,0,0,0,1.837,757.187,0,0
48,-17.778,-17.778,0,22.519,20.93,0,252.6,-1.024,0,9990000,0,14.021,13.894,14.419,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.552,89.59,0,0,0,0,0,0,0,1,0,0,0,0,0,1.811,757.322,0,0
49,-17.778,-17.778,0,22.507,20.827,0,252.6,-0.348,0,9990000,0,13.916,13.919,14.479,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.6,89.588,0,0,0,0,0,0,0,1,0,0,0,0,0,1.773,757.277,0,0
50,-17.778,-17.778,0,22.519,20.928,0,252.6,-0.979,0,9990000,0,13.874,13.842,14.336,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.568,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,1.705,757.227,0,0
51,-17.778,-17.778,0,22.515,20.83,0,252.6,0,0,9990000,0,13.883,14.017,14.795,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.602,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,1.74,757.359,0,0
52,-17.778,-17.778,0,22.527,20.828,0,252.6,-0.215,0,9990000,0,13.89,13.886,14.827,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.595,89.593,0,0,0,0,0,0,0,1,0,0,0,0,0,1.677,757.323,0,0
53,-17.778,-17.778,0,22.514,20.829,0,252.6,0.092,0,9990000,0,13.929,13.857,14.832,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.617,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,1.581,757.273,0,0
54,-17.778,-17.778,0,22.534,20.876,0,252.6,0.123,0,9990000,0,13.967,13.882,14.77,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.626,89.589,0,0,0,0,0,0,0,1,0,0,0,0,0,1.582,757.284,0,0
55,-17.778,-17.778,0,22.516,20.821,0,252.6,0.573,0,9990000,0,13.93,13.947,14.759,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.614,89.589,0,0,0,0,0,0,0,1,0,0,0,0,0,1.649,757.277,0,0
56,-17.778,-17.778,0,22.528,20.825,0,252.5,1.757,0,9990000,0,13.898,13.924,14.824,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.619,89.581,0,0,0,0,0,0,0,1,0,0,0,0,0,1.588,757.224,0,0
57,-17.778,-17.778,0,22.541,20.838,0,252.5,1.757,0,9990000,0,13.851,13.892,14.935,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.606,89.587,0,0,0,0,0,0,0,1,0,0,0,0,0,1.498,757.392,0,0
58,-17.778,-17.778,0,22.538,20.901,0,252.5,0.487,0,9990000,0,14.048,13.973,14.469,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.64,89.59,0,0,0,0,0,0,0,1,0,0,0,0,0,1.557,757.393,0,0
59,-17.778,-17.778,0,22.53,20.803,0,252.6,0.046,0,9990000,0,13.873,13.921,14.858,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.608,89.578,0,0,0,0,0,0,0,1,0,0,0,0,0,1.497,757.491,0,0
60,-17.778,-17.778,0,22.525,20.803,0,252.5,0.256,0,9990000,0,13.964,13.852,14.794,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.574,89.588,0,0,0,0,0,0,0,1,0,0,0,0,0,1.536,757.394,0,0
61,-17.778,-17.778,0,22.524,20.82,0,252.5,0.133,0,9990000,0,13.993,13.905,14.831,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.657,89.575,0,0,0,0,0,0,0,1,0,0,0,0,0,1.49,757.578,0,0
62,-17.778,-17.778,0,22.542,20.923,0,252.5,-0.107,0,9990000,0,13.919,13.886,14.751,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.588,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,1.533,757.392,0,0
63,-17.778,-17.778,0,22.534,20.83,0,252.5,-0.097,0,9990000,0,13.913,13.904,14.914,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.572,89.592,0,0,0,0,0,0,0,1,0,0,0,0,0,1.509,757.458,0,0
64,-17.778,-17.778,0,22.582,20.874,0,252.6,0.179,0,9990000,0,13.805,14.072,15.257,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2.667,89.584,0,0,0,0,1,1,0,1,0,0,0,0,0,1.59,757.518,0,0
65,-17.778,-17.778,0,22.579,20.731,0,252.6,-0.804,0,9990000,0,13.947,13.938,14.819,0,0,0,0,0,4.873,4.707,0,1,0,0,1,0,1,1,0,0,0,4.41,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,31.651,757.492,0,0
66,-17.778,-17.778,0,22.564,20.766,0,252.6,-2.566,0,9990000,0,1460,13.807,14.752,5.271,0,0,0,0,4.876,4.715,0,1,0,0,1,0,1,1,0,0,0,5.219,89.575,0,0,0,0,1,1,0,1,0,0,0,0,0,49.825,757.908,0.783,0
67,-17.778,-17.778,0,22.55,20.744,0,252.6,-0.753,0,9990000,0,1460,13.844,14.901,7.941,0,0,0,0,4.88,4.719,0,1,0,0,1,0,1,1,0,0,0,5.644,89.588,0,0,0,0,1,1,0,1,0,0,0,0,0,61.058,757.731,1.783,0
68,-17.778,-17.778,0,22.566,20.816,0,252.6,-0.266,0,9990000,0,1460,13.936,14.488,10.196,0,0,0,0,4.881,4.726,0,1,0,0,1,0,1,1,0,0,0,5.817,89.588,0,0,0,0,1,1,0,1,0,0,0,0,0,68.236,757.875,2.783,0
69,-17.778,-17.778,0,22.56,20.77,0,252.6,0.051,0,9990000,0,1460,13.821,14.867,12.688,0,0,0,0,4.883,4.725,0,1,0,0,1,0,1,1,0,0,0,5.902,89.58,0,0,0,0,1,1,0,1,0,0,0,0,0,72.59,757.652,3.783,0
70,-17.778,-17.778,0,22.556,20.817,0,252.6,-0.061,0,9990000,0,1460,14.321,15.196,14.258,0,0,0,0,4.884,4.73,0,1,0,0,1,0,1,1,0,0,0,5.972,89.594,0,0,0,0,1,1,0,1,0,0,0,0,0,75.147,757.858,4.783,0
71,-17.778,-17.778,0,22.548,20.79,0,252.6,0.051,0,9990000,0,1460,14.341,15.17,17.161,0,0,0,0,4.886,4.728,0,1,0,0,1,0,1,1,0,0,0,6.042,89.581,0,0,0,0,1,1,0,1,0,0,0,0,0,77.101,757.905,5.783,0
72,-17.778,-17.778,0,22.57,20.862,0,252.6,-0.256,0,9990000,0,1460,14.308,15.242,19.686,0,0,0,0,4.887,4.731,0,1,0,0,1,0,1,1,0,0,0,6.041,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,78.353,757.694,6.783,0
73,-17.778,-17.778,0,22.575,20.928,0,252.6,0,0,9990000,0,1460,15.185,16.021,21.031,0,0,0,0,4.889,4.728,0,1,0,0,1,0,1,1,0,0,0,6.083,89.59,0,0,0,0,1,1,0,1,0,0,0,0,0,79.453,757.812,7.8,0
74,-17.778,-17.778,0,22.584,20.877,0,252.6,0,0,9990000,0,1460,15.458,16.642,23.066,0,0,0,0,4.886,4.725,0,1,0,0,1,0,1,1,0,0,0,6.091,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,79.89,757.686,8.8,0
75,-17.778,-17.778,0,22.565,20.855,0,252.6,0,0,9990000,0,1460,16.681,18.139,24.469,0,0,0,0,4.884,4.73,0,1,0,0,1,0,1,1,0,0,0,6.009,89.593,0,0,0,0,1,1,0,1,0,0,0,0,0,80.53,757.843,9.8,0
76,-17.778,-17.778,0,22.599,20.97,0,252.6,0,0,9990000,0,1460,18.413,20.091,25.44,0,0,0,0,4.885,4.727,0,1,0,0,1,0,1,1,0,0,0,6.1,89.583,0,0,0,0,1,1,0,1,0,0,0,0,0,80.874,757.72,10.8,0
77,-17.778,-17.778,0,22.604,20.881,0,252.3,8.848,0,9990000,0,1460,20.679,22.773,25.434,0,0,0,0,4.884,4.724,0,1,0,0,1,0,1,1,0,0,0,6.108,89.576,0,0,0,0,1,1,0,1,0,0,0,0,0,80.957,757.754,11.8,0
78,-17.778,-17.778,0,22.577,20.896,0,252.3,9.385,0,9990000,0,1460,23.722,25.936,25.088,0,0,0,0,4.885,4.729,0,1,0,0,1,0,1,1,0,0,0,6.078,89.591,0,0,0,0,1,1,0,1,0,0,0,0,0,80.863,757.678,12.8,0
79,-17.778,-17.778,0,22.586,20.884,0,252.3,0,0,9990000,0,1460,27.17,29.204,24.529,0,0,0,0,4.885,4.726,0,1,0,0,1,0,1,1,0,0,0,6.143,89.581,0,0,0,0,1,1,0,1,0,0,0,0,0,81.336,757.83,13.8,0
80,-17.778,-17.778,0,22.556,20.906,0,252.3,0,0,9990000,0,1460,30.726,33.177,24.396,0,0,0,0,4.889,4.73,0,1,0,0,1,0,1,1,0,0,0,6.154,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,81.322,757.794,14.8,0
81,-17.778,-17.778,0,22.58,20.884,0,252.3,0,0,9990000,0,1460,34.226,36.196,24.403,0,0,0,0,4.888,4.727,0,1,0,0,1,0,1,1,0,0,0,6.156,89.593,0,0,0,0,1,1,0,1,0,0,0,0,0,81.407,757.921,15.8,0
82,-17.778,-17.778,0,22.615,20.764,0,252.5,-3.599,0,9990000,0,1460,38.081,40.078,24.647,0,0,0,0,4.885,4.728,0,1,0,0,1,0,1,1,0,0,0,6.188,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,81.205,757.78,16.8,0
83,-17.778,-17.778,0,22.586,20.904,0,252.4,-4.624,0,9990000,0,1460,41.372,43.113,24.808,0,0,0,0,4.887,4.729,0,1,0,0,1,0,1,1,0,0,0,6.246,89.586,0,0,0,0,1,1,0,1,0,0,0,0,0,81.446,757.843,17.8,0
84,-17.778,-17.778,0,22.623,20.909,0,252.4,0.917,0,9990000,0,1460,44.759,46.111,25.127,0,0,0,0,4.886,4.728,0,1,0,0,1,0,1,1,0,0,0,6.226,89.586,0,0,0,0,1,1,0,1,0,0,0,0,0,81.151,757.685,18.8,0
85,-17.778,-17.778,0,22.624,20.894,0,252.4,0.758,0,9990000,0,1460,47.923,49.251,25.491,0,0,0,0,4.886,4.727,0,1,0,0,1,0,1,1,0,0,0,6.265,89.591,0,0,0,0,1,1,0,1,0,0,0,0,0,81.369,757.553,19.8,0
86,-17.778,-17.778,0,22.618,20.899,0,252.4,-0.087,0,9990000,0,1460,50.907,51.89,25.857,0,0,0,0,4.889,4.732,0,1,0,0,1,0,1,1,0,0,0,6.304,89.591,0,0,0,0,1,1,0,1,0,0,0,0,0,81.61,757.746,20.8,0
87,-17.778,-17.778,0,22.63,20.819,0,252.4,0.184,0,9990000,0,1460,53.915,54.773,26.326,0,0,0,0,4.888,4.728,0,1,0,0,1,0,1,1,0,0,0,6.359,89.581,0,0,0,0,1,1,0,1,0,0,0,0,0,81.313,757.778,21.8,0
88,-17.778,-17.778,0,22.613,20.89,0,252.4,0.184,0,9990000,0,1460,56.902,57.443,26.608,0,0,0,0,4.885,4.729,0,1,0,0,1,0,1,1,0,0,0,6.499,89.593,0,0,0,0,1,1,0,1,0,0,0,0,0,81.531,757.785,22.8,0
89,-17.778,-17.778,0,22.638,20.932,0,252.4,-0.543,0,9990000,0,1460,60.029,60.551,26.868,0,0,0,0,4.886,4.728,0,1,0,0,1,0,1,1,0,0,0,6.4,89.583,0,0,0,0,1,1,0,1,0,0,0,0,0,81.242,757.746,23.8,0
90,-17.778,-17.778,0,22.643,20.925,0,252.4,-0.01,0,9990000,0,1460,62.974,63.376,27.25,0,0,0,0,4.886,4.729,0,1,0,0,1,0,1,1,0,0,0,6.376,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,81.371,757.604,24.8,0
91,-17.778,-17.778,0,22.626,20.926,0,252.5,-0.246,0,9990000,0,1460,66.669,67.045,27.098,0,0,0,0,4.886,4.727,0,1,0,0,1,0,1,1,0,0,0,6.499,89.584,0,0,0,0,1,1,0,1,0,0,0,0,0,81.379,757.788,25.8,0
92,-17.778,-17.778,0,22.633,20.914,0,252.4,-0.573,0,9990000,0,1460,69.414,70.024,27.177,0,0,0,0,4.884,4.729,0,1,0,0,1,0,1,1,0,0,0,6.522,89.576,0,0,0,0,1,1,0,1,0,0,0,0,0,81.938,757.758,26.8,0
93,-17.778,-17.778,0,22.643,20.948,0,252.5,0.896,0,9990000,0,1460,72.984,72.914,27.843,0,0,0,0,4.886,4.731,0,1,0,0,1,0,1,1,0,0,0,6.505,89.585,0,0,0,0,1,1,0,1,0,0,0,0,0,81.75,757.616,27.8,0
94,-17.778,-17.778,0,22.653,21.048,0,252.4,-0.491,0,9990000,0,1460,75.958,76.007,27.747,0,0,0,0,4.886,4.733,0,1,0,0,1,0,1,1,0,0,0,6.603,89.586,0,0,0,0,1,1,0,1,0,0,0,0,0,81.419,757.877,28.8,0
95,-17.778,-17.778,0,22.66,20.974,0,252.5,-0.62,0,9990000,0,1460,79.315,78.918,28.202,0,0,0,0,4.886,4.727,0,1,0,0,1,0,1,1,0,0,0,6.563,89.586,0,0,0,0,1,1,0,1,0,0,0,0,0,81.621,757.731,29.8,0
96,-17.778,-17.778,0,22.648,21.005,0,252.4,0.635,0,9990000,0,1460,82.696,81.987,27.973,0,0,0,0,4.884,4.729,0,1,0,0,1,0,1,1,0,0,0,6.605,89.582,0,0,0,0,1,1,0,1,0,0,0,0,0,81.396,757.794,30.8,0
97,-17.778,-17.778,0,22.659,20.985,0,252.5,-0.773,0,9990000,0,1460,85.82,85.139,28.081,0,0,0,0,4.885,4.731,0,1,0,0,1,0,1,1,0,0,0,6.699,89.583,0,0,0,0,1,1,0,1,0,0,0,0,0,81.446,757.783,31.8,0
98,-17.778,-17.778,0,22.663,21.022,0,252.5,-0.522,0,9990000,0,1460,89.251,88.023,28.172,0,0,0,0,4.887,4.733,0,1,0,0,1,0,1,1,0,0,0,6.713,89.594,0,0,0,0,1,1,0,1,0,0,0,0,0,81.584,757.833,32.8,0
99,-17.778,-17.778,0,22.646,21.034,0,252.4,0.512,0,9990000,0,1460,92.166,90.971,28.656,0,0,0,0,4.887,4.729,0,1,0,0,1,0,1,1,0,0,0,6.775,89.581,0,0,0,0,1,1,0,1,0,0,0,0,0,81.621,757.788,33.8,0
100,-17.778,-17.778,0,22.688,21.138,0,252.5,-1.147,0,9990000,0,1460,95.489,94.05,29.035,0,0,0,0,4.887,4.729,0,1,0,0,1,0,1,1,0,0,0,6.699,89.582,0,0,0,0,1,1,0,1,0,0,0,0,0,81.485,757.734,34.8,0
101,-17.778,-17.778,0,22.671,21.081,0,252.4,0.067,0,9990000,0,1460,98.677,97.344,28.928,0,0,0,0,4.886,4.729,0,1,0,0,1,0,1,1,0,0,0,6.674,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,81.536,757.71,35.8,0
102,-17.778,-17.778,0,22.681,21.045,0,252.4,1.674,0,9990000,0,1460,102.027,100.45,28.953,0,0,0,0,4.885,4.734,0,1,0,0,1,0,1,1,0,0,0,6.838,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,81.212,757.634,36.8,0
103,-17.778,-17.778,0,22.657,21.033,0,252.4,-0.845,0,9990000,0,1460,104.958,103.55,29.419,0,0,0,0,4.885,4.729,0,1,0,0,1,0,1,1,0,0,0,6.857,89.587,0,0,0,0,1,1,0,1,0,0,0,0,0,81.577,757.897,37.8,0
104,-17.778,-17.778,0,22.67,21.057,0,252.4,-0.579,0,9990000,0,1460,108.324,106.393,29.942,0,0,0,0,4.886,4.725,0,1,0,0,1,0,1,1,0,0,0,6.84,89.594,0,0,0,0,1,1,0,1,0,0,0,0,0,81.485,757.726,38.8,0
105,-17.778,-17.778,0,22.688,21.091,0,252.5,0.343,0,9990000,0,1460,111.429,109.586,30.253,0,0,0,0,4.882,4.728,0,1,0,0,1,0,1,1,0,0,0,6.758,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,81.553,757.609,39.8,0
106,-17.778,-17.778,0,22.654,21.044,0,252.5,0.758,0,9990000,0,1460,114.867,112.344,30.282,0,0,0,0,4.884,4.729,0,1,0,0,1,0,1,1,0,0,0,7.005,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,81.596,757.76,40.8,0
107,-17.778,-17.778,0,22.69,21.08,0,252.4,0.461,0,9990000,0,1460,118.261,115.591,30.093,0,0,0,0,4.886,4.726,0,1,0,0,1,0,1,1,0,0,0,6.982,89.588,0,0,0,0,1,1,0,1,0,0,0,0,0,81.487,757.853,41.8,0
108,-17.778,-17.778,0,22.686,21.109,0,252.4,0.225,0,9990000,0,1460,121.297,118.535,30.394,0,0,0,0,4.884,4.731,0,1,0,0,1,0,1,1,0,0,0,6.845,89.592,0,0,0,0,1,1,0,1,0,0,0,0,0,81.562,757.994,42.8,0
109,-17.778,-17.778,0,22.705,21.093,0,252.4,0.399,0,9990000,0,1460,124.885,121.69,30.391,0,0,0,0,4.885,4.725,0,1,0,0,1,0,1,1,0,0,0,6.742,89.584,0,0,0,0,1,1,0,1,0,0,0,0,0,81.412,757.804,43.8,0
110,-17.778,-17.778,0,22.683,21.099,0,252.4,-0.077,0,9990000,0,1460,128.167,124.711,30.084,0,0,0,0,4.885,4.732,0,1,0,0,1,0,1,1,0,0,0,6.936,89.59,0,0,0,0,1,1,0,1,0,0,0,0,0,81.558,757.84,44.8,0
111,-17.778,-17.778,0,22.661,21.069,0,252.4,0.046,0,9990000,0,1460,130.848,127.452,31.276,0,0,0,0,4.888,4.728,0,1,0,0,1,0,1,1,0,0,0,7.1,89.588,0,0,0,0,1,1,0,1,0,0,0,0,0,81.335,758.446,45.8,0
112,-17.778,-17.778,0,22.677,21.127,0,252.4,0.312,0,9990000,0,1460,134.574,130.743,31.577,0,0,0,0,4.887,4.73,0,1,0,0,1,0,1,1,0,0,0,6.745,89.584,0,0,0,0,1,1,0,1,0,0,0,0,0,81.664,758.562,46.8,0
113,-17.778,-17.778,0,22.703,21.109,0,252.4,0.118,0,9990000,0,1460,137.772,134.111,31.075,0,0,0,0,4.886,4.727,0,1,0,0,1,0,1,1,0,0,0,7.021,89.58,0,0,0,0,1,1,0,1,0,0,0,0,0,81.286,758.464,47.8,0
114,-17.778,-17.778,0,22.714,21.109,0,252.4,0,0,9990000,0,1460,141.197,137.167,31.255,0,0,0,0,4.884,4.728,0,1,0,0,1,0,1,1,0,0,0,7.198,89.589,0,0,0,0,1,1,0,1,0,0,0,0,0,81.771,758.53,48.8,0
115,-17.778,-17.778,0,22.714,21.14,0,252.4,0,0,9990000,0,1460,144.416,139.739,31.558,0,0,0,0,4.886,4.732,0,1,0,0,1,0,1,1,0,0,0,6.723,89.59,0,0,0,0,1,1,0,1,0,0,0,0,0,81.564,758.649,49.8,0
116,-17.778,-17.778,0,22.688,21.14,0,252.4,0.19,0,9990000,0,1460,147.783,143.036,31.524,0,0,0,0,4.888,4.733,0,1,0,0,1,0,1,1,0,0,0,7.149,89.581,0,0,0,0,1,1,0,1,0,0,0,0,0,81.614,758.496,50.8,0
117,-17.778,-17.778,0,22.701,21.118,0,252.3,0.778,0,9990000,0,1460,151.176,145.978,31.546,0,0,0,0,4.887,4.73,0,1,0,0,1,0,1,1,0,0,0,7.267,89.591,0,0,0,0,1,1,0,1,0,0,0,0,0,81.507,758.401,51.8,0
118,-17.778,-17.778,0,22.692,21.125,0,252.4,1.301,0,9990000,0,1460,154.398,149.023,31.599,0,0,0,0,4.889,4.731,0,1,0,0,1,0,1,1,0,0,0,7.875,89.582,0,0,0,0,1,1,0,1,0,0,0,0,0,81.511,758.415,52.8,0
119,-17.778,-17.778,0,22.707,20.253,0,252.4,0.999,0,9990000,0,1460,157.765,152.099,31.97,0,0,0,0,4.887,4.727,0,1,0,0,1,0,1,1,0,0,0,7.074,89.598,0,0,0,0,1,1,0,1,0,0,0,0,0,81.601,758.402,53.8,0
120,-17.778,-17.778,0,22.691,21.098,0,252.3,0.906,0,9990000,0,1460,161.364,155.083,31.553,0,0,0,0,4.888,4.733,0,1,0,0,1,0,1,1,0,0,0,7.057,89.59,0,0,0,0,1,1,0,1,0,0,0,0,0,81.778,758.437,54.8,0
121,-17.778,-17.778,0,22.672,21.234,0,252.3,0.702,0,9990000,0,1460,164.36,158.153,31.887,0,0,0,0,4.887,4.73,0,1,0,0,1,0,1,1,0,0,0,7.026,89.588,0,0,0,0,1,1,0,1,0,0,0,0,0,81.321,758.367,55.8,0
