Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
2703,-17.778,-17.778,0,23.679,84.578,41.846,252.6,6.948,0,9990000,0,1410,1410.188,1415.302,57.366,6.943,17.901,37.062,0,0,19.695,1.273,1,0,0,1,0,1,1,0,0,300,294.023,7.316,0,1,1,1,0,1,0,0,1,1,1,1,0,233.034,757.963,2638.233,1627.383
2704,-17.778,-17.778,0,23.543,84.62,41.46,252.6,7.087,0,9990000,0,1410,1410.108,1415.425,57.411,6.954,17.898,36.989,0,0,19.683,1.24,1,0,0,1,0,1,1,0,0,300,294.092,7.375,0,1,1,1,0,1,0,0,1,1,1,1,0,232.947,758.022,2639.233,1628.383
2705,-17.778,-17.778,0,23.578,84.629,41.937,252.6,6.918,0,9990000,0,1410,1409.539,1415.789,57.582,6.928,17.922,36.99,0,0,19.748,1.343,1,0,0,1,0,1,1,0,0,300,293.911,7.284,0,1,1,1,0,1,0,0,1,1,1,1,0,232.909,758.091,2640.233,1629.383
2706,-17.778,-17.778,0,23.594,84.567,42.375,252.6,6.768,0,9990000,0,1410,1410.237,1415.416,57.415,6.942,17.899,37.047,0,0,19.689,1.274,1,0,0,1,0,1,1,0,0,300,293.896,7.355,0,1,1,1,0,1,0,0,1,1,1,1,0,232.707,758.114,2641.233,1630.383
2707,-17.778,-17.778,0,23.605,84.637,41.954,252.6,6.907,0,9990000,0,1410,1409.959,1415.029,57.522,6.938,17.901,37.068,0,0,19.693,1.301,1,0,0,1,0,1,1,0,0,300,293.814,7.302,0,1,1,1,0,1,0,0,1,1,1,1,0,232.604,758,2642.25,1631.4
2708,-17.778,-17.778,0,23.552,84.525,41.329,252.6,7.122,0,9990000,0,1410,1409.869,1415.971,57.581,6.937,17.933,36.787,0,0,19.785,1.25,1,0,0,1,0,1,1,0,0,300,293.869,7.358,0,1,1,1,0,1,0,0,1,1,1,1,0,232.687,757.834,2643.25,1632.4
2709,-17.778,-17.778,0,23.544,84.507,41.193,252.6,7.14,0,9990000,0,1410,1410.094,1415.286,57.578,6.925,17.899,37.038,0,0,19.7,1.264,1,0,0,1,0,1,1,0,0,300,293.863,7.345,0,1,1,1,0,1,0,0,1,1,1,1,0,232.698,758.315,2644.25,1633.4
2710,-17.778,-17.778,0,23.734,84.548,41.8,252.6,6.934,0,9990000,0,1410,1410.465,1415.777,57.408,6.934,17.903,36.963,0,0,19.687,1.22,1,0,0,1,0,1,1,0,0,300,293.895,7.327,0,1,1,1,0,1,0,0,1,1,1,1,0,232.689,757.917,2645.25,1634.4
2711,-17.778,-17.778,0,23.5,84.617,42.37,252.6,6.749,0,9990000,0,1410,1410.041,1416.768,57.438,6.923,17.933,36.864,0,0,19.787,1.311,1,0,0,1,0,1,1,0,0,300,293.921,7.335,0,1,1,1,0,1,0,0,1,1,1,1,0,232.835,758.092,2646.25,1635.4
2712,-17.778,-17.778,0,23.528,84.474,41.453,252.6,7.055,0,9990000,0,1410,1410.068,1416.162,57.449,6.921,17.922,36.801,0,0,19.751,1.181,1,0,0,1,0,1,1,0,0,300,293.933,7.38,0,1,1,1,0,1,0,0,1,1,1,1,0,232.775,757.739,2647.25,1636.4
2713,-17.778,-17.778,0,23.596,84.458,41.8,252.6,6.937,0,9990000,0,1410,1410.133,1415.79,57.47,6.937,17.899,37.04,0,0,19.696,1.27,1,0,0,1,0,1,1,0,0,300,293.943,7.343,0,1,1,1,0,1,0,0,1,1,1,1,0,232.813,758.011,2648.267,1637.417
2714,-17.778,-17.778,0,23.584,84.493,41.8,252.6,6.926,0,9990000,0,1410,1409.953,1415.974,57.515,6.926,17.92,36.994,0,0,19.746,1.343,1,0,0,1,0,1,1,0,0,300,293.917,7.392,0,1,1,1,0,1,0,0,1,1,1,1,0,232.735,758.365,2649.267,1638.417
2715,-17.778,-17.778,0,23.513,84.524,41.8,252.6,6.937,0,9990000,0,1410,1409.944,1415.847,57.542,6.937,17.909,37.05,0,0,19.733,1.347,1,0,0,1,0,1,1,0,0,300,294,7.42,0,1,1,1,0,1,0,0,1,1,1,1,0,232.87,758.376,2650.267,1639.417
2716,-17.778,-17.778,0,23.544,84.448,41.8,252.6,6.949,0,9990000,0,1410,1410.488,1415.579,57.349,6.949,17.902,37.069,0,0,19.694,1.28,1,0,0,1,0,1,1,0,0,300,293.943,7.338,0,1,1,1,0,1,0,0,1,1,1,1,0,232.801,758.046,2651.267,1640.417
2717,-17.778,-17.778,0,23.7,84.498,41.8,252.6,6.93,0,9990000,0,1410,1410.372,1415.567,57.401,6.93,17.903,37.089,0,0,19.699,1.31,1,0,0,1,0,1,1,0,0,300,294.019,7.357,0,1,1,1,0,1,0,0,1,1,1,1,0,232.936,758.242,2652.283,1641.433
2718,-17.778,-17.778,0,23.488,84.579,41.8,252.6,6.92,0,9990000,0,1410,1409.931,1415.702,57.551,6.92,17.908,37.094,0,0,19.723,1.341,1,0,0,1,0,1,1,0,0,300,293.963,7.33,0,1,1,1,0,1,0,0,1,1,1,1,0,232.885,758.165,2653.283,1642.433
2719,-17.778,-17.778,0,23.614,84.398,41.8,252.6,6.923,0,9990000,0,1410,1410.683,1415.849,57.249,6.923,17.916,36.792,0,0,19.735,1.17,1,0,0,1,0,1,1,0,0,300,293.973,7.387,0,1,1,1,0,1,0,0,1,1,1,1,0,232.758,757.804,2654.283,1643.433
2720,-17.778,-17.778,0,23.555,84.504,41.8,252.6,6.937,0,9990000,0,1410,1409.907,1415.463,57.472,6.937,17.918,37.005,0,0,19.743,1.346,1,0,0,1,0,1,1,0,0,300,293.988,7.311,0,1,1,1,0,1,0,0,1,1,1,1,0,232.621,758.102,2655.283,1644.433
2721,-17.778,-17.778,0,23.556,84.354,41.8,252.6,6.898,0,9990000,0,1410,1409.741,1416.126,57.559,6.898,17.928,36.792,0,0,19.774,1.234,1,0,0,1,0,1,1,0,0,300,293.973,7.346,0,1,1,1,0,1,0,0,1,1,1,1,0,232.906,757.944,2656.3,1645.45
2722,-17.778,-17.778,0,23.634,84.421,41.8,252.6,6.945,0,9990000,0,1410,1410.311,1416.439,57.307,6.945,17.927,36.786,0,0,19.762,1.203,1,0,0,1,0,1,1,0,0,300,293.937,7.344,0,1,1,1,0,1,0,0,1,1,1,1,0,233.124,757.952,2657.317,1646.467
2723,-17.778,-17.778,0,23.549,84.386,41.8,252.6,6.922,0,9990000,0,1410,1409.727,1416.066,57.49,6.922,17.929,36.798,0,0,19.765,1.224,1,0,0,1,0,1,1,0,0,300,293.861,7.313,0,1,1,1,0,1,0,0,1,1,1,1,0,232.75,757.9,2658.333,1647.483
2724,-17.778,-17.778,0,23.675,84.39,41.8,252.6,6.91,0,9990000,0,1410,1409.553,1416.152,57.572,6.91,17.926,36.795,0,0,19.764,1.221,1,0,0,1,0,1,1,0,0,300,293.908,7.326,0,1,1,1,0,1,0,0,1,1,1,1,0,232.954,757.923,2659.35,1648.5
2725,-17.778,-17.778,0,23.625,84.389,41.8,252.6,6.935,0,9990000,0,1410,1410.521,1416.495,57.239,6.935,17.901,37.044,0,0,19.696,1.276,1,0,0,1,0,1,1,0,0,300,293.878,7.308,0,1,1,1,0,1,0,0,1,1,1,1,0,232.827,758.107,2660.35,1649.5
2726,-17.778,-17.778,0,23.581,84.411,41.8,252.6,6.915,0,9990000,0,1410,1409.383,1416.36,57.552,6.915,17.93,36.897,0,0,19.775,1.326,1,0,0,1,0,1,1,0,0,300,293.9,7.366,0,1,1,1,0,1,0,0,1,1,1,1,0,232.434,758.043,2661.35,1650.5
2727,-17.778,-17.778,0,23.606,84.36,41.8,252.6,6.932,0,9990000,0,1410,1410.393,1416.18,57.297,6.932,17.901,36.951,0,0,19.694,1.216,1,0,0,1,0,1,1,0,0,300,293.919,7.394,0,1,1,1,0,1,0,0,1,1,1,1,0,232.621,758.078,2662.35,1651.5
2728,-17.778,-17.778,0,23.603,84.364,41.8,252.6,6.933,0,9990000,0,1410,1409.636,1416.224,57.559,6.933,17.931,36.805,0,0,19.783,1.27,1,0,0,1,0,1,1,0,0,300,294.007,7.336,0,1,1,1,0,1,0,0,1,1,1,1,0,233.037,757.928,2663.367,1652.517
2729,-17.778,-17.778,0,23.591,84.349,42.557,252.7,6.734,0,9990000,0,1410,1409.617,1416.222,57.501,6.923,17.932,36.81,0,0,19.779,1.267,1,0,0,1,0,1,1,0,0,300,294.013,7.375,0,1,1,1,0,1,0,0,1,1,1,1,0,232.548,757.98,2664.367,1653.517
2730,-17.778,-17.778,0,23.577,84.499,42.074,252.6,6.845,0,9990000,0,1410,1409.508,1416.11,57.577,6.917,17.934,36.836,0,0,19.787,1.294,1,0,0,1,0,1,1,0,0,300,293.994,7.345,0,1,1,1,0,1,0,0,1,1,1,1,0,232.593,758.017,2665.383,1654.533
2731,-17.778,-17.778,0,23.662,84.555,41.521,252.6,7.032,0,9990000,0,1410,1409.643,1416.15,57.557,6.909,17.932,36.866,0,0,19.778,1.318,1,0,0,1,0,1,1,0,0,300,293.962,7.344,0,1,1,1,0,1,0,0,1,1,1,1,0,233.161,758.183,2666.383,1655.533
2732,-17.778,-17.778,0,23.55,84.416,41.259,252.6,7.114,0,9990000,0,1410,1409.772,1415.81,57.567,6.919,17.924,36.984,0,0,19.757,1.34,1,0,0,1,0,1,1,0,0,300,294.034,7.377,0,1,1,1,0,1,0,0,1,1,1,1,0,233.005,758.339,2667.383,1656.533
2733,-17.778,-17.778,0,23.665,84.413,44.363,252.6,6.09,0,9990000,0,1410,1410.475,1415.995,57.382,6.92,17.915,36.821,0,0,19.723,1.167,1,0,0,1,0,1,1,0,0,300,293.995,7.312,0,1,1,1,0,1,0,0,1,1,1,1,0,232.815,757.927,2668.383,1657.533
2734,-17.778,-17.778,0,23.524,84.554,41.707,252.6,7.031,0,9990000,0,1410,1409.759,1415.765,57.523,6.938,17.923,36.965,0,0,19.758,1.339,1,0,0,1,0,1,1,0,0,300,294.026,7.319,0,1,1,1,0,1,0,0,1,1,1,1,0,232.801,758.306,2669.383,1658.533
2735,-17.778,-17.778,0,23.682,84.44,39.572,252.6,7.686,0,9990000,0,1410,1410.612,1415.836,57.271,6.928,17.904,36.927,0,0,19.7,1.186,1,0,0,1,0,1,1,0,0,300,294.103,7.374,0,1,1,1,0,1,0,0,1,1,1,1,0,233.006,758.141,2670.383,1659.533
2736,-17.778,-17.778,0,23.661,84.462,41.707,252.6,6.977,0,9990000,0,1410,1409.977,1416.028,57.385,6.925,17.901,37.028,0,0,19.7,1.257,1,0,0,1,0,1,1,0,0,300,294.053,7.384,0,1,1,1,0,1,0,0,1,1,1,1,0,232.738,758.298,2671.383,1660.533
2737,-17.778,-17.778,0,23.556,84.402,40.723,252.6,7.302,0,9990000,0,1410,1410.169,1416.151,57.344,6.943,17.898,37.026,0,0,19.687,1.255,1,0,0,1,0,1,1,0,0,300,294.056,7.332,0,1,1,1,0,1,0,0,1,1,1,1,0,232.947,758.22,2672.383,1661.533
2738,-17.778,-17.778,0,23.638,84.45,41.8,252.6,6.916,0,9990000,0,1410,1409.796,1416.206,57.504,6.916,17.926,36.788,0,0,19.76,1.211,1,0,0,1,0,1,1,0,0,300,294.069,7.376,0,1,1,1,0,1,0,0,1,1,1,1,0,232.978,758.176,2673.383,1662.533
2739,-17.778,-17.778,0,23.535,84.423,42.253,252.6,6.799,0,9990000,0,1410,1409.466,1416.331,57.629,6.932,17.932,36.831,0,0,19.785,1.302,1,0,0,1,0,1,1,0,0,300,294.045,7.399,0,1,1,1,0,1,0,0,1,1,1,1,0,232.94,758.333,2674.383,1663.533
2740,-17.778,-17.778,0,23.641,84.398,41.324,252.6,7.097,0,9990000,0,1410,1410.052,1415.6,57.419,6.923,17.899,37.04,0,0,19.686,1.277,1,0,0,1,0,1,1,0,0,300,293.902,7.34,0,1,1,1,0,1,0,0,1,1,1,1,0,232.695,758.558,2675.383,1664.533
2741,-17.778,-17.778,0,23.676,84.315,41.8,252.6,6.933,0,9990000,0,1410,1410.088,1416.106,57.45,6.933,17.921,36.795,0,0,19.739,1.176,1,0,0,1,0,1,1,0,0,300,293.913,7.355,0,1,1,1,0,1,0,0,1,1,1,1,0,232.575,758.19,2676.4,1665.55
2742,-17.778,-17.778,0,23.541,84.376,43.648,252.6,6.337,0,9990000,0,1410,1409.749,1415.773,57.493,6.942,17.909,37.062,0,0,19.719,1.343,1,0,0,1,0,1,1,0,0,300,294.053,7.354,0,1,1,1,0,1,0,0,1,1,1,1,0,232.84,758.777,2677.4,1666.55
2743,-17.778,-17.778,0,23.589,84.511,43.159,252.6,6.52,0,9990000,0,1410,1409.753,1416.124,57.502,6.909,17.933,36.872,0,0,19.778,1.317,1,0,0,1,0,1,1,0,0,300,293.939,7.326,0,1,1,1,0,1,0,0,1,1,1,1,0,232.534,758.326,2678.417,1667.567
2744,-17.778,-17.778,0,23.413,84.533,41.333,252.6,7.15,0,9990000,0,1410,1409.602,1416.133,57.495,6.945,17.929,36.932,0,0,19.779,1.334,1,0,0,1,0,1,1,0,0,300,294.039,7.337,0,1,1,1,0,1,0,0,1,1,1,1,0,234.253,758.608,2679.417,1668.567
2745,-17.778,-17.778,0,23.688,84.623,42.077,252.6,6.892,0,9990000,0,1410,1409.9,1416.181,57.455,6.933,17.925,36.941,0,0,19.773,1.335,1,0,0,1,0,1,1,0,0,300,294.169,7.405,0,1,1,1,0,1,0,0,1,1,1,1,0,232.737,758.551,2680.433,1669.583
2746,-17.778,-17.778,0,23.575,84.521,42.389,252.6,6.803,0,9990000,0,1410,1409.582,1416.416,57.563,6.936,17.932,36.8,0,0,19.777,1.264,1,0,0,1,0,1,1,0,0,300,294.124,7.339,0,1,1,1,0,1,0,0,1,1,1,1,0,233.266,758.265,2681.433,1670.583
2747,-17.778,-17.778,0,23.628,84.668,42.613,252.6,6.758,0,9990000,0,1410,1410.037,1415.765,57.446,6.927,17.899,37.024,0,0,19.686,1.267,1,0,0,1,0,1,1,0,0,300,294.19,7.354,0,1,1,1,0,1,0,0,1,1,1,1,0,232.641,758.509,2682.433,1671.583
2748,-17.778,-17.778,0,23.707,84.539,39.704,252.6,7.809,0,9990000,0,1410,1410.1,1415.987,57.387,6.953,17.899,37.01,0,0,19.699,1.248,1,0,0,1,0,1,1,0,0,300,294.195,7.397,0,1,1,1,0,1,0,0,1,1,1,1,0,233.169,758.397,2683.45,1672.6
2749,-17.778,-17.778,0,23.617,84.374,41.65,252.6,7.044,0,9990000,0,1410,1410.025,1416.539,57.342,6.916,17.925,36.79,0,0,19.763,1.209,1,0,0,1,0,1,1,0,0,300,294.16,7.362,0,1,1,1,0,1,0,0,1,1,1,1,0,232.821,758.248,2684.45,1673.6
2750,-17.778,-17.778,0,23.512,84.391,41.373,252.6,7.094,0,9990000,0,1410,1409.647,1416.515,57.485,6.936,17.927,36.795,0,0,19.774,1.235,1,0,0,1,0,1,1,0,0,300,294.192,7.403,0,1,1,1,0,1,0,0,1,1,1,1,0,233.291,758.203,2685.467,1674.617
2751,-17.778,-17.778,0,23.625,84.406,42.456,252.6,6.729,0,9990000,0,1410,1409.548,1416.327,57.554,6.934,17.931,36.801,0,0,19.778,1.25,1,0,0,1,0,1,1,0,0,300,294.26,7.342,0,1,1,1,0,1,0,0,1,1,1,1,0,232.718,758.431,2686.483,1675.633
2752,-17.778,-17.778,0,23.541,84.429,41.942,252.6,6.921,0,9990000,0,1410,1409.683,1415.998,57.452,6.931,17.929,36.804,0,0,19.774,1.222,1,0,0,1,0,1,1,0,0,300,294.221,7.338,0,1,1,1,0,1,0,0,1,1,1,1,0,233.021,758.078,2687.5,1676.65
2753,-17.778,-17.778,0,23.647,84.582,42.31,252.6,6.784,0,9990000,0,1410,1410.144,1416.22,57.353,6.937,17.914,37.036,0,0,19.727,1.347,1,0,0,1,0,1,1,0,0,300,294.146,7.371,0,1,1,1,0,1,0,0,1,1,1,1,0,234.151,758.404,2688.5,1677.65
2754,-17.778,-17.778,0,23.617,84.55,43.759,252.6,6.328,0,9990000,0,1410,1409.766,1415.848,57.395,6.947,17.919,36.981,0,0,19.761,1.343,1,0,0,1,0,1,1,0,0,300,294.164,7.342,0,1,1,1,0,1,0,0,1,1,1,1,0,233.127,758.623,2689.5,1678.65
2755,-17.778,-17.778,0,23.639,84.572,41.507,252.6,7.093,0,9990000,0,1410,1409.924,1416.562,57.368,6.929,17.919,36.79,0,0,19.743,1.182,1,0,0,1,0,1,1,0,0,300,294.177,7.378,0,1,1,1,0,1,0,0,1,1,1,1,0,233.027,758.297,2690.5,1679.65
2756,-17.778,-17.778,0,23.584,84.513,40.751,252.6,7.403,0,9990000,0,1410,1410.179,1416.579,57.34,6.926,17.913,36.803,0,0,19.719,1.163,1,0,0,1,0,1,1,0,0,300,294.18,7.37,0,1,1,1,0,1,0,0,1,1,1,1,0,233.284,758.253,2691.517,1680.667
2757,-17.778,-17.778,0,23.71,84.547,41.707,252.6,6.992,0,9990000,0,1410,1409.947,1416.02,57.389,6.941,17.901,37.067,0,0,19.701,1.294,1,0,0,1,0,1,1,0,0,300,294.177,7.394,0,1,1,1,0,1,0,0,1,1,1,1,0,232.907,758.304,2692.517,1681.667
2758,-17.778,-17.778,0,23.603,84.573,41.49,252.6,7.034,0,9990000,0,1410,1409.904,1416.119,57.411,6.921,17.905,37.083,0,0,19.71,1.337,1,0,0,1,0,1,1,0,0,300,294.197,7.365,0,1,1,1,0,1,0,0,1,1,1,1,0,232.736,758.551,2693.533,1682.683
2759,-17.778,-17.778,0,23.643,84.596,44.34,252.7,6.181,0,9990000,0,1410,1410.029,1416.815,57.381,6.918,17.934,36.815,0,0,19.792,1.279,1,0,0,1,0,1,1,0,0,300,294.216,7.395,0,1,1,1,0,1,0,0,1,1,1,1,0,233.067,758.258,2694.533,1683.683
2760,-17.778,-17.778,0,23.701,84.673,41.447,252.6,7.105,0,9990000,0,1410,1409.855,1416.495,57.427,6.926,17.92,36.793,0,0,19.75,1.176,1,0,0,1,0,1,1,0,0,300,294.208,7.394,0,1,1,1,0,1,0,0,1,1,1,1,0,232.734,758.281,2695.533,1684.683
2761,-17.778,-17.778,0,23.594,84.767,42.146,252.6,6.933,0,9990000,0,1410,1409.852,1416.332,57.454,6.928,17.914,37.01,0,0,19.736,1.345,1,0,0,1,0,1,1,0,0,300,294.179,7.344,0,1,1,1,0,1,0,0,1,1,1,1,0,232.892,758.58,2696.533,1685.683
2762,-17.778,-17.778,0,23.638,84.746,41.994,252.6,6.912,0,9990000,0,1410,1410.021,1416.183,57.393,6.953,17.903,37.073,0,0,19.702,1.319,1,0,0,1,0,1,1,0,0,300,294.198,7.384,0,1,1,1,0,1,0,0,1,1,1,1,0,233.183,758.783,2697.55,1686.7
2763,-17.778,-17.778,0,23.637,84.732,41.326,252.6,7.12,0,9990000,0,1410,1409.871,1417.077,57.46,6.915,17.924,36.795,0,0,19.752,1.205,1,0,0,1,0,1,1,0,0,300,294.023,7.337,0,1,1,1,0,1,0,0,1,1,1,1,0,232.8,758.219,2698.567,1687.717
2764,-17.778,-17.778,0,23.599,84.59,40.937,252.6,7.242,0,9990000,0,1410,1409.515,1416.83,57.593,6.925,17.933,36.802,0,0,19.781,1.268,1,0,0,1,0,1,1,0,0,300,294.055,7.382,0,1,1,1,0,1,0,0,1,1,1,1,0,232.892,758.363,2699.567,1688.717
2765,-17.778,-17.778,0,23.754,84.575,41.197,252.6,7.144,0,9990000,0,1410,1410.357,1415.979,57.307,6.929,17.902,37.093,0,0,19.706,1.315,1,0,0,1,0,1,1,0,0,300,294.045,7.344,0,1,1,1,0,1,0,0,1,1,1,1,0,232.768,758.516,2700.567,1689.717
2766,-17.778,-17.778,0,23.584,84.687,41.873,252.6,6.948,0,9990000,0,1410,1410.509,1415.827,57.168,6.938,17.904,37.067,0,0,19.687,1.281,1,0,0,1,0,1,1,0,0,300,294.044,7.368,0,1,1,1,0,1,0,0,1,1,1,1,0,232.966,758.348,2701.567,1690.717
2767,-17.778,-17.778,0,23.642,84.693,43.766,252.6,6.351,0,9990000,0,1410,1409.306,1416.63,57.545,6.935,17.935,36.861,0,0,19.77,1.312,1,0,0,1,0,1,1,0,0,300,294.063,7.376,0,1,1,1,0,1,0,0,1,1,1,1,0,233.09,758.611,2702.583,1691.733
2768,-17.778,-17.778,0,23.538,84.723,41.202,252.6,7.213,0,9990000,0,1410,1410.136,1416.592,57.351,6.932,17.915,36.788,0,0,19.73,1.168,1,0,0,1,0,1,1,0,0,300,294.08,7.364,0,1,1,1,0,1,0,0,1,1,1,1,0,232.81,758.218,2703.6,1692.75
2769,-17.778,-17.778,0,23.646,84.686,42.957,252.6,6.642,0,9990000,0,1410,1409.632,1416.551,57.496,6.929,17.933,36.868,0,0,19.773,1.314,1,0,0,1,0,1,1,0,0,300,294.239,7.355,0,1,1,1,0,1,0,0,1,1,1,1,0,232.892,758.549,2704.6,1693.75
2770,-17.778,-17.778,0,23.661,84.783,43.703,252.6,6.369,0,9990000,0,1410,1409.601,1416.785,57.475,6.927,17.931,36.851,0,0,19.796,1.309,1,0,0,1,0,1,1,0,0,300,294.218,7.37,0,1,1,1,0,1,0,0,1,1,1,1,0,233.24,758.373,2705.6,1694.75
2771,-17.778,-17.778,0,23.596,84.781,40.876,252.6,7.301,0,9990000,0,1410,1410.249,1416.515,57.322,6.927,17.909,36.851,0,0,19.71,1.161,1,0,0,1,0,1,1,0,0,300,294.279,7.384,0,1,1,1,0,1,0,0,1,1,1,1,0,233.038,758.135,2706.6,1695.75
2772,-17.778,-17.778,0,23.65,85.113,43.573,252.6,6.533,0,9990000,0,1410,1410.046,1416.751,57.394,6.937,17.9,37.068,0,0,19.709,1.299,1,0,0,1,0,1,1,0,0,300,294.244,7.359,0,1,1,1,0,1,0,0,1,1,1,1,0,233.219,758.617,2707.6,1696.75
2773,-17.778,-17.778,0,23.492,84.987,39.535,252.6,7.799,0,9990000,0,1410,1409.72,1417.363,57.541,6.923,17.934,36.804,0,0,19.783,1.256,1,0,0,1,0,1,1,0,0,300,294.169,7.31,0,1,1,1,0,1,0,0,1,1,1,1,0,232.848,758.189,2708.6,1697.75
2774,-17.778,-17.778,0,23.651,84.903,45.087,252.6,5.933,0,9990000,0,1410,1410.424,1416.734,57.374,6.941,17.91,36.849,0,0,19.715,1.161,1,0,0,1,0,1,1,0,0,300,294.14,7.324,0,1,1,1,0,1,0,0,1,1,1,1,0,233.01,758.146,2709.6,1698.75
2775,-17.778,-17.778,0,23.621,85.21,43.262,252.6,6.598,0,9990000,0,1410,1409.385,1416.148,57.698,6.921,17.917,37.009,0,0,19.739,1.346,1,0,0,1,0,1,1,0,0,300,294.228,7.409,0,1,1,1,0,1,0,0,1,1,1,1,0,233.082,758.757,2710.6,1699.75
2776,-17.778,-17.778,0,23.573,85.361,42.605,252.7,7.018,0,9990000,0,1410,1409.772,1416.046,57.572,6.936,17.915,37.036,0,0,19.743,1.346,1,0,0,1,0,1,1,0,0,300,294.246,7.373,0,1,1,1,0,1,0,0,1,1,1,1,0,232.92,758.579,2711.617,1700.767
2777,-17.778,-17.778,0,23.664,85.309,39.587,252.6,7.821,0,9990000,0,1410,1409.781,1416.595,57.552,6.919,17.93,36.784,0,0,19.764,1.215,1,0,0,1,0,1,1,0,0,300,294.199,7.339,0,1,1,1,0,1,0,0,1,1,1,1,0,233.087,758.17,2712.617,1701.767
2778,-17.778,-17.778,0,23.605,85.133,43.498,252.6,6.537,0,9990000,0,1410,1410.865,1416.078,57.155,6.905,17.904,36.894,0,0,19.707,1.17,1,0,0,1,0,1,1,0,0,300,294.161,7.35,0,1,1,1,0,1,0,0,1,1,1,1,0,232.875,758.138,2713.633,1702.783
2779,-17.778,-17.778,0,23.613,85.459,44.302,252.7,6.349,0,9990000,0,1410,1410.444,1415.994,57.295,6.918,17.902,37.042,0,0,19.692,1.282,1,0,0,1,0,1,1,0,0,300,294.134,7.34,0,1,1,1,0,1,0,0,1,1,1,1,0,232.949,758.439,2714.633,1703.783
2780,-17.778,-17.778,0,23.632,85.461,44.371,252.7,6.436,0,9990000,0,1410,1409.803,1416.012,57.488,6.927,17.914,37.034,0,0,19.733,1.347,1,0,0,1,0,1,1,0,0,300,294.035,7.389,0,1,1,1,0,1,0,0,1,1,1,1,0,232.867,758.675,2715.65,1704.8
2781,-17.778,-17.778,0,23.49,85.697,44.555,252.6,6.395,0,9990000,0,1410,1409.967,1416.807,57.458,6.922,17.932,36.804,0,0,19.782,1.255,1,0,0,1,0,1,1,0,0,300,294.088,7.345,0,1,1,1,0,1,0,0,1,1,1,1,0,232.925,758.282,2716.65,1705.8
2782,-17.778,-17.778,0,23.612,85.954,44.091,252.7,6.584,0,9990000,0,1410,1410.255,1416.054,57.395,6.948,17.914,37.038,0,0,19.727,1.347,1,0,0,1,0,1,1,0,0,300,294.136,7.432,0,1,1,1,0,1,0,0,1,1,1,1,0,232.704,758.622,2717.65,1706.8
2783,-17.778,-17.778,0,23.648,85.799,41.836,252.6,7.292,0,9990000,0,1410,1410.581,1416.211,57.212,6.928,17.901,36.893,0,0,19.715,1.18,1,0,0,1,0,1,1,0,0,300,294.069,7.351,0,1,1,1,0,1,0,0,1,1,1,1,0,232.837,758.357,2718.667,1707.817
2784,-17.778,-17.778,0,23.715,85.746,41.029,252.6,7.476,0,9990000,0,1410,1410.366,1416.802,57.293,6.93,17.909,36.827,0,0,19.711,1.162,1,0,0,1,0,1,1,0,0,300,294.038,7.413,0,1,1,1,0,1,0,0,1,1,1,1,0,232.901,758.053,2719.683,1708.833
2785,-17.778,-17.778,0,23.719,85.702,42.024,252.7,7.225,0,9990000,0,1410,1409.764,1416.99,57.495,6.918,17.926,36.785,0,0,19.754,1.208,1,0,0,1,0,1,1,0,0,300,293.959,7.393,0,1,1,1,0,1,0,0,1,1,1,1,0,232.844,758.386,2720.683,1709.833
2786,-17.778,-17.778,0,23.599,85.672,43.1,252.7,6.856,0,9990000,0,1410,1410.005,1416.924,57.431,6.918,17.934,36.825,0,0,19.777,1.301,1,0,0,1,0,1,1,0,0,300,293.921,7.374,0,1,1,1,0,1,0,0,1,1,1,1,0,232.808,758.336,2721.683,1710.833
2787,-17.778,-17.778,0,23.657,85.653,42.196,252.6,7.087,0,7650000,0,1410,1410.018,1416.307,57.392,6.923,17.912,36.834,0,0,19.715,1.163,1,0,0,1,0,1,1,0,0,300,293.87,7.402,0,1,1,1,0,1,0,0,1,1,1,1,0,232.651,758.142,2722.683,1711.833
